Precio,Cambio,Potencia,Año,kilometraje,Diésel,Eléctrico,Gasolina,Hybrid
16490,1,160,2016,143524,True,False,False,False
10990,0,75,2018,87000,True,False,False,False
10990,0,90,2016,95186,False,False,True,False
15990,0,130,2017,27638,False,False,True,False
12890,0,110,2016,106980,True,False,False,False
10490,0,90,2014,127703,True,False,False,False
19890,1,220,2017,106070,False,False,True,False
11990,1,120,2015,99193,False,False,True,False
10990,1,90,2015,157500,True,False,False,False
12990,0,90,2013,21000,False,False,True,False
14990,0,90,2017,98960,True,False,False,False
23490,1,160,2017,101293,True,False,False,False
13490,0,90,2019,36036,False,False,False,False
9490,0,90,2014,83444,True,False,False,False
19490,1,205,2017,60500,False,False,True,False
11490,0,90,2018,92930,False,False,True,False
12990,1,120,2016,81961,False,False,True,False
15490,0,130,2017,53000,False,False,True,False
10990,0,90,2014,60510,True,False,False,False
12990,0,115,2016,66000,False,False,True,False
15990,1,205,2016,123751,False,False,True,False
2000,0,105,2005,245000,True,False,False,False
9790,0,75,2015,39541,False,False,True,False
4000,0,75,2012,138850,False,False,True,False
20990,1,115,2020,14788,True,False,False,False
2150,0,98,2005,143000,False,False,True,False
7200,0,61,1999,194000,True,False,False,False
2400,0,105,2006,246000,True,False,False,False
1900,0,120,2003,153760,True,False,False,False
1300,0,110,2001,268000,False,False,True,False
12990,0,130,2015,116961,True,False,False,False
15985,1,90,2016,69892,True,False,False,False
15985,1,90,2016,69892,True,False,False,False
11890,0,90,2017,112243,True,False,False,False
12990,0,115,2016,125000,False,False,True,False
1100,0,130,2007,300000,True,False,False,False
9490,0,75,2017,67599,False,False,True,False
8990,0,75,2017,45381,False,False,True,False
9500,0,125,2010,300000,True,False,False,False
15490,0,115,2019,40500,False,False,True,False
8900,0,100,2013,213000,True,False,False,False
18990,0,100,2020,27000,False,False,True,False
5000,0,150,2006,78500,True,False,False,False
13490,0,110,2016,149995,True,False,False,False
2300,0,115,2004,170000,False,False,True,False
11790,0,90,2017,78671,False,False,True,False
23000,1,160,2020,33000,True,False,False,False
10900,0,75,2016,147377,True,False,False,False
22500,0,265,2014,68000,False,False,True,False
15990,1,205,2016,123751,False,False,True,False
16990,0,90,2022,7986,False,False,True,False
16890,0,90,2022,8262,False,False,True,False
4500,0,110,2012,232000,True,False,False,False
1400,0,101,2004,300000,True,False,False,False
3100,0,85,2008,192200,True,False,False,False
20990,1,160,2019,56427,False,False,True,False
11490,0,110,2015,114243,True,False,False,False
2150,0,165,2004,180000,False,False,True,False
12999,0,110,2016,59251,True,False,False,False
24490,1,160,2017,72583,True,False,False,False
18975,0,140,2018,16613,False,False,True,False
4500,0,80,2002,62000,True,False,False,False
1450,0,120,2004,243890,True,False,False,False
17900,0,115,2021,30000,True,False,False,False
16790,0,90,2022,7245,False,False,True,False
1400,0,75,2005,257000,True,False,False,False
23990,0,160,2019,9946,False,False,True,False
16900,0,132,2017,59990,False,False,True,False
9995,0,75,2016,49000,False,False,True,False
1500,0,120,2004,189460,True,False,False,False
13790,1,115,2019,90591,True,False,False,False
10000,0,265,2013,84000,False,False,True,False
2999,1,180,2005,160000,True,False,False,False
8500,0,115,2014,126000,False,False,True,False
18245,0,130,2018,41000,False,False,True,False
11500,0,90,2015,76000,True,False,False,False
12995,0,90,2019,50824,False,False,True,False
12995,0,90,2019,50824,False,False,True,False
1500,0,120,2004,295684,True,False,False,False
19990,1,160,2017,124564,True,False,False,False
20799,1,205,2018,77967,False,False,True,False
1500,0,120,2004,195000,True,False,False,False
2999,0,130,2007,245000,True,False,False,False
8500,0,115,2014,151140,False,False,True,False
16800,1,60,2017,37796,False,True,False,False
12490,0,110,2018,141145,True,False,False,False
13940,0,110,2017,104338,True,False,False,False
13940,0,110,2017,104338,True,False,False,False
13940,0,110,2017,104338,True,False,False,False
17300,0,100,2022,8293,True,False,False,False
6290,0,75,2016,220000,True,False,False,False
3500,0,150,2007,198000,True,False,False,False
1400,0,120,2005,150000,True,False,False,False
7700,1,150,2007,83163,True,False,False,False
2999,0,130,2009,299000,True,False,False,False
1700,0,85,2007,201000,True,False,False,False
17990,0,100,2019,26149,False,False,True,False
17990,0,100,2019,26149,False,False,True,False
17990,0,100,2019,26149,False,False,True,False
10990,0,90,2017,53278,True,False,False,False
18800,0,110,2018,77712,True,False,False,False
10500,1,88,2015,65000,False,True,False,False
16900,1,110,2017,144961,True,False,False,False
16900,1,110,2017,144961,True,False,False,False
17300,0,140,2019,93115,False,False,True,False
19600,0,110,2018,48516,True,False,False,False
16990,0,130,2018,56700,False,False,True,False
8790,0,90,2017,140487,True,False,False,False
18630,1,88,2017,49699,False,True,False,False
16990,0,130,2018,140000,True,False,False,False
21990,1,160,2017,121175,True,False,False,False
8900,0,75,2017,135000,True,False,False,False
3800,0,135,2006,160000,True,False,False,False
19500,1,140,2021,32632,False,False,False,True
18800,0,130,2020,29985,False,False,True,False
10800,0,75,2018,139831,True,False,False,False
10000,0,145,2012,200000,True,False,False,False
4000,0,13,2003,260000,True,False,False,False
21000,0,160,2016,119000,True,False,False,False
11490,0,76,2019,43093,False,False,True,False
3900,0,130,2010,270000,True,False,False,False
15490,0,130,2017,53000,False,False,True,False
2690,0,75,2005,126000,False,False,True,False
13600,0,90,2018,139000,True,False,False,False
14990,0,90,2018,53950,True,False,False,False
18630,1,88,2017,49699,False,True,False,False
20300,0,120,2020,129985,True,False,False,False
17590,0,100,2019,15477,False,False,True,False
18190,1,130,2017,71228,False,False,True,False
17590,0,100,2019,15477,False,False,True,False
18860,0,130,2016,67222,True,False,False,False
17300,0,140,2019,96024,False,False,True,False
24300,0,130,2019,115986,True,False,False,False
16000,0,115,2011,114000,True,False,False,False
1990,0,65,2004,189000,True,False,False,False
11990,0,75,2017,55167,True,False,False,False
16390,0,130,2018,120660,True,False,False,False
8250,0,75,2015,140000,True,False,False,False
21800,1,108,2020,15745,False,True,False,False
11800,0,90,2014,65000,False,False,True,False
10890,0,75,2018,58495,True,False,False,False
12500,0,100,2005,163159,True,False,False,False
9490,0,90,2014,83444,True,False,False,False
7000,0,110,2012,180000,True,False,False,False
15300,0,95,2019,62604,True,False,False,False
4400,0,68,2012,286000,True,False,False,False
5900,0,65,2010,65000,True,False,False,False
1500,0,120,1999,141000,False,False,True,False
6000,0,65,2011,230000,True,False,False,False
12800,1,92,2019,48500,False,False,True,False
17300,1,110,2018,127064,True,False,False,False
1900,0,120,2005,245000,True,False,False,False
19000,0,115,2020,12000,True,False,False,False
24000,0,140,2021,45400,False,False,False,True
9000,0,130,2013,165000,True,False,False,False
12499,1,110,2016,157700,True,False,False,False
3500,0,135,2006,178000,True,False,False,False
2000,0,135,2004,118000,True,False,False,False
4500,0,130,2007,133000,True,False,False,False
2850,0,120,2006,215000,True,False,False,False
1700,0,80,2006,240000,True,False,False,False
2300,0,80,2003,226000,True,False,False,False
17000,0,132,2017,60000,False,False,True,False
21263,0,90,2021,16737,False,False,True,False
3100,0,110,2010,244000,True,False,False,False
12990,0,115,2015,60081,False,False,True,False
13500,1,88,2016,120000,False,True,False,False
12800,0,90,2019,58000,False,False,True,False
16990,0,90,2022,7611,False,False,True,False
22885,0,130,2017,65411,True,False,False,False
22885,0,130,2017,65411,True,False,False,False
11900,0,90,2013,61000,True,False,False,False
23490,1,160,2017,101293,True,False,False,False
12600,0,75,2017,98930,True,False,False,False
3150,0,60,2006,125000,False,False,True,False
17990,1,200,2017,77419,False,False,True,False
1000,0,120,2004,190000,True,False,False,False
2199,0,120,2001,130000,True,False,False,False
18990,1,90,2018,44230,True,False,False,False
10500,0,75,2017,144736,True,False,False,False
10500,0,75,2017,144736,True,False,False,False
13890,0,90,2018,124919,True,False,False,False
2300,0,60,2000,221000,True,False,False,False
13990,0,110,2018,81369,True,False,False,False
14490,0,150,2019,141200,True,False,False,False
12590,0,75,2017,45690,True,False,False,False
12590,0,75,2017,45690,True,False,False,False
12590,0,75,2017,45690,True,False,False,False
16190,0,115,2019,40193,True,False,False,False
12790,0,100,2016,63277,False,False,True,False
14990,0,90,2015,80643,True,False,False,False
2500,0,75,2004,111200,False,False,True,False
14990,0,90,2015,80643,True,False,False,False
8200,0,150,2012,241240,True,False,False,False
11100,0,90,2018,120546,True,False,False,False
13890,0,90,2018,124919,True,False,False,False
13890,0,90,2018,124919,True,False,False,False
11100,0,90,2018,120546,True,False,False,False
13890,0,90,2018,124919,True,False,False,False
11100,0,90,2018,120546,True,False,False,False
11100,0,90,2018,120546,True,False,False,False
23403,0,115,2020,41709,True,False,False,False
23403,0,115,2020,41709,True,False,False,False
6200,0,110,2004,78500,False,False,True,False
9995,0,95,2015,98149,True,False,False,False
18990,1,92,2018,48429,False,True,False,False
12490,0,90,2018,93753,True,False,False,False
16495,0,120,2016,49261,False,False,True,False
1900,0,105,2007,285000,True,False,False,False
18990,1,92,2018,48429,False,True,False,False
21290,1,115,2020,36451,True,False,False,False
21950,1,160,2016,130000,True,False,False,False
9700,0,90,2017,141351,True,False,False,False
9700,0,90,2017,141351,True,False,False,False
9700,0,90,2017,141351,True,False,False,False
9700,0,90,2017,141351,True,False,False,False
4999,0,110,2000,66000,False,False,True,False
22885,0,100,2021,42109,False,False,False,False
15990,0,90,2022,11865,False,False,True,False
16490,0,90,2022,7823,False,False,True,False
2300,0,130,2006,241000,True,False,False,False
3900,0,80,2006,119000,True,False,False,False
2499,0,120,2005,212000,True,False,False,False
17650,0,125,2018,131282,True,False,False,False
5850,0,75,2014,151000,True,False,False,False
9300,1,110,2015,214000,True,False,False,False
16390,0,90,2019,24279,False,False,True,False
20890,1,160,2016,82920,True,False,False,False
15390,0,85,2020,32388,True,False,False,False
12290,0,110,2018,132391,True,False,False,False
2200,0,130,2005,260000,True,False,False,False
21275,1,160,2016,105464,True,False,False,False
21275,1,160,2016,105464,True,False,False,False
16300,0,110,2018,140000,True,False,False,False
21900,0,250,2011,61888,False,False,True,False
21900,0,250,2011,61888,False,False,True,False
8450,0,75,2016,152226,True,False,False,False
15690,0,140,2019,110129,False,False,True,False
14835,0,90,2018,35448,False,False,True,False
14835,0,90,2018,35448,False,False,True,False
24490,1,160,2017,72583,True,False,False,False
3800,0,130,2011,285000,True,False,False,False
19899,0,115,2022,35840,True,False,False,False
2400,0,120,2004,121000,True,False,False,False
2400,0,120,2005,198600,True,False,False,False
15600,1,130,2019,145622,True,False,False,False
16560,0,90,2017,82038,True,False,False,False
22195,0,100,2021,9582,False,False,False,False
22195,0,100,2021,9582,False,False,False,False
15490,0,110,2017,111613,True,False,False,False
15490,0,110,2017,111613,True,False,False,False
21000,0,145,2019,94000,True,False,False,False
18790,0,110,2017,99000,True,False,False,False
11900,0,115,2015,120000,False,False,True,False
14938,0,130,2016,100145,False,False,True,False
14938,0,130,2016,100145,False,False,True,False
3500,0,68,2007,289000,True,False,False,False
10400,0,75,2019,121895,True,False,False,False
15180,0,90,2019,83513,True,False,False,False
10400,0,75,2019,121895,True,False,False,False
10400,0,75,2019,121895,True,False,False,False
10400,0,75,2019,121895,True,False,False,False
10490,0,90,2014,127703,True,False,False,False
15490,0,110,2017,111613,True,False,False,False
15490,0,110,2017,111613,True,False,False,False
6000,0,105,2009,143000,False,False,True,False
1300,0,130,2007,270000,True,False,False,False
20990,0,140,2020,39334,False,False,True,False
12890,0,110,2016,106980,True,False,False,False
15990,0,130,2017,27638,False,False,True,False
1400,0,65,2003,203000,True,False,False,False
8500,0,115,2015,140000,False,False,True,False
9490,0,90,2015,105637,False,False,True,False
1000,0,135,2003,240000,False,False,True,False
23460,1,140,2021,14649,False,False,True,False
1850,0,65,2002,212000,True,False,False,False
1250,0,105,2003,300000,True,False,False,False
12350,0,110,2017,83440,True,False,False,False
18975,0,110,2017,57442,True,False,False,False
3500,0,150,2007,29900,True,False,False,False
20500,0,100,2020,18089,False,False,True,False
20500,0,100,2020,18089,False,False,True,False
20500,1,130,2017,47000,True,False,False,False
10000,0,110,2014,92000,True,False,False,False
17590,1,160,2017,128400,True,False,False,False
15725,0,200,2007,107000,False,False,True,False
1500,0,75,2003,200000,False,False,True,False
12850,0,90,2015,72900,True,False,False,False
5000,0,131,2009,275000,True,False,False,False
16500,1,160,2017,98000,True,False,False,False
12850,0,90,2015,72900,True,False,False,False
3000,0,105,2007,240000,True,False,False,False
15590,0,110,2017,124000,True,False,False,False
1500,0,110,2003,171000,True,False,False,False
13685,0,90,2019,65129,False,False,True,False
16590,1,160,2017,139000,True,False,False,False
14500,0,132,2017,45000,False,False,True,False
1999,0,136,2004,163000,False,False,True,False
16490,1,160,2016,143524,True,False,False,False
3875,0,70,2010,257000,True,False,False,False
20990,1,115,2020,14788,True,False,False,False
20900,0,115,2020,53924,True,False,False,False
8950,0,75,2014,65500,False,False,True,False
8950,0,75,2014,65500,False,False,True,False
9290,0,90,2016,80351,False,False,True,False
2000,0,120,2003,177000,True,False,False,False
6400,0,120,2007,300000,True,False,False,False
1500,0,120,2004,250000,True,False,False,False
3500,0,110,2004,217128,False,False,True,False
3750,0,136,2005,270000,False,False,True,False
15390,0,90,2021,55029,False,False,True,False
2999,0,100,2003,130000,True,False,False,False
12990,0,110,2016,135000,True,False,False,False
12990,0,110,2016,135000,True,False,False,False
11990,0,110,2015,99982,True,False,False,False
11990,0,110,2015,99982,True,False,False,False
11990,0,110,2015,99982,True,False,False,False
11990,0,110,2015,99982,True,False,False,False
2300,0,110,2007,233000,True,False,False,False
14990,0,90,2019,36309,False,False,True,False
11900,0,110,2014,140000,True,False,False,False
18630,0,140,2019,8017,False,False,True,False
18630,0,140,2019,8017,False,False,True,False
9699,0,110,2013,109174,True,False,False,False
4900,0,68,2011,254600,True,False,False,False
10650,1,150,2012,174720,True,False,False,False
10650,1,150,2012,174720,True,False,False,False
5000,0,101,2012,130000,False,False,True,False
3799,0,105,2009,286000,True,False,False,False
11900,0,75,2018,102880,True,False,False,False
11900,0,75,2018,102880,True,False,False,False
11900,0,75,2018,102880,True,False,False,False
11900,0,75,2018,102880,True,False,False,False
11990,0,90,2016,70000,False,False,True,False
2500,0,75,2004,111000,False,False,True,False
15890,0,130,2018,127563,True,False,False,False
11731,0,110,2015,110000,True,False,False,False
18170,0,130,2018,111502,True,False,False,False
1700,0,65,2003,136000,True,False,False,False
9490,0,75,2017,118375,True,False,False,False
1300,0,110,2000,300000,True,False,False,False
20930,0,100,2020,59453,False,False,False,False
9990,0,71,2018,61620,False,False,True,False
20930,0,100,2020,59453,False,False,False,False
13990,1,110,2018,114051,True,False,False,False
13790,1,115,2019,90591,True,False,False,False
9990,0,75,2018,118000,True,False,False,False
21400,1,110,2018,46360,True,False,False,False
8500,0,75,2018,101000,True,False,False,False
21400,1,110,2018,46360,True,False,False,False
21400,1,110,2018,46360,True,False,False,False
21400,1,110,2018,46360,True,False,False,False
4000,0,75,2012,199380,True,False,False,False
15650,0,130,2016,147300,True,False,False,False
15990,1,110,2017,115204,True,False,False,False
15650,0,130,2016,147300,True,False,False,False
21880,0,90,2022,6600,False,False,True,False
7900,0,110,2016,152000,True,False,False,False
17900,1,200,2018,85200,False,False,True,False
24990,1,108,2020,21000,False,True,False,False
7490,0,110,2014,166476,True,False,False,False
20490,0,95,2021,29850,True,False,False,False
21620,0,115,2019,43036,True,False,False,False
14990,1,110,2018,102767,True,False,False,False
18490,0,140,2019,44900,False,False,True,False
14890,0,90,2019,108857,True,False,False,False
12990,0,115,2016,125000,False,False,True,False
14490,0,130,2017,83390,True,False,False,False
14990,1,110,2018,102767,True,False,False,False
12490,0,120,2017,64340,False,False,True,False
22999,0,120,2017,60000,True,False,False,False
22999,0,120,2017,60000,True,False,False,False
1700,0,120,2004,200000,True,False,False,False
12900,0,75,2018,55699,True,False,False,False
10990,0,75,2018,54845,True,False,False,False
15390,0,115,2019,116000,True,False,False,False
12490,0,110,2018,88000,True,False,False,False
8990,0,95,2015,107000,True,False,False,False
5000,0,130,2006,140000,True,False,False,False
13990,0,75,2019,106737,True,False,False,False
14800,0,110,2018,91591,True,False,False,False
3500,0,130,2007,206000,True,False,False,False
11890,0,90,2017,112243,True,False,False,False
16990,0,230,2007,173000,False,False,True,False
10250,0,75,2017,50000,False,False,True,False
20000,0,125,2016,219000,True,False,False,False
2200,0,120,2003,188000,True,False,False,False
12390,0,130,2017,175000,True,False,False,False
14990,0,101,2020,38381,False,False,True,False
18900,0,140,2018,24000,False,False,True,False
1100,0,90,2002,260000,True,False,False,False
14490,0,90,2017,75350,True,False,False,False
10000,0,130,2012,30600,True,False,False,False
15900,0,90,2019,50562,True,False,False,False
15900,0,90,2019,50562,True,False,False,False
15900,0,90,2019,50562,True,False,False,False
15900,0,90,2019,50562,True,False,False,False
21217,0,140,2019,27853,False,False,True,False
15799,0,115,2019,60950,True,False,False,False
21800,1,160,2017,107935,True,False,False,False
21990,0,95,2018,120000,True,False,False,False
14990,0,101,2020,38381,False,False,True,False
13990,0,90,2018,71154,True,False,False,False
13990,0,90,2018,71154,True,False,False,False
15190,0,110,2018,104000,True,False,False,False
18700,0,130,2018,110000,True,False,False,False
17990,0,120,2017,77000,True,False,False,False
12000,1,88,2013,129000,False,True,False,False
15000,0,90,2018,70000,True,False,False,False
16433,0,110,2018,83185,True,False,False,False
12990,0,90,2015,106321,True,False,False,False
7480,0,70,2015,75100,False,False,True,False
16433,0,110,2018,83185,True,False,False,False
3000,0,105,2005,203895,True,False,False,False
8900,0,75,2017,133529,True,False,False,False
12400,0,110,2018,89689,True,False,False,False
8900,0,75,2017,133529,True,False,False,False
12400,0,110,2018,89689,True,False,False,False
12600,0,90,2017,120733,True,False,False,False
18900,0,95,2020,56143,True,False,False,False
8900,0,75,2017,133529,True,False,False,False
12400,0,110,2018,89689,True,False,False,False
12600,0,90,2017,120733,True,False,False,False
18900,0,95,2020,56143,True,False,False,False
12600,0,90,2017,120733,True,False,False,False
18900,0,95,2020,56143,True,False,False,False
17890,0,95,2018,105000,True,False,False,False
8900,0,75,2017,133529,True,False,False,False
12400,0,110,2018,89689,True,False,False,False
12600,0,90,2017,120733,True,False,False,False
18900,0,95,2020,56143,True,False,False,False
1200,0,65,2003,225499,True,False,False,False
20458,1,130,2018,78265,False,False,True,False
5200,0,110,2011,220000,True,False,False,False
13990,0,90,2017,26000,True,False,False,False
8990,0,90,2016,92278,False,False,True,False
1300,0,95,1999,175000,False,False,True,False
12990,0,90,2015,106321,True,False,False,False
7480,0,70,2015,75100,False,False,True,False
10990,1,130,2015,88305,False,False,True,False
19490,1,160,2018,158697,True,False,False,False
18099,0,130,2017,76000,False,False,True,False
14790,0,75,2019,110042,True,False,False,False
14490,0,75,2019,98323,True,False,False,False
14690,0,75,2019,89962,True,False,False,False
13990,0,75,2019,98173,True,False,False,False
12990,0,75,2019,121237,True,False,False,False
13690,0,75,2019,110657,True,False,False,False
10190,0,90,2017,107000,True,False,False,False
13490,0,90,2017,66541,True,False,False,False
19900,1,150,2018,49821,False,False,True,False
19900,1,150,2018,49821,False,False,True,False
19900,1,150,2018,49821,False,False,True,False
19900,1,150,2018,49821,False,False,True,False
20500,1,160,2017,110169,True,False,False,False
7990,0,110,2011,154931,True,False,False,False
19490,1,160,2018,158697,True,False,False,False
20500,1,160,2017,110169,True,False,False,False
20500,1,160,2017,110169,True,False,False,False
20500,1,160,2017,110169,True,False,False,False
2000,0,105,2006,250000,True,False,False,False
18990,0,160,2019,34000,False,False,True,False
7990,0,90,2015,130879,True,False,False,False
10190,0,90,2017,107000,True,False,False,False
14990,0,115,2019,72613,True,False,False,False
2100,0,85,2005,2000,True,False,False,False
16490,0,130,2017,69374,True,False,False,False
16490,0,130,2017,69374,True,False,False,False
7950,0,110,2014,142000,True,False,False,False
13490,0,75,2019,120331,True,False,False,False
8990,0,95,2015,138630,True,False,False,False
12990,0,160,2011,107344,True,False,False,False
12990,0,160,2011,107344,True,False,False,False
8480,0,70,2017,38690,False,False,True,False
16990,0,140,2018,53349,False,False,True,False
19990,1,130,2017,31724,False,False,True,False
10490,0,90,2017,97696,False,False,True,False
3100,0,130,2007,264376,True,False,False,False
13990,0,130,2018,119700,True,False,False,False
14490,0,90,2017,29990,True,False,False,False
2000,0,130,2007,214000,True,False,False,False
6000,0,105,2006,180500,True,False,False,False
18745,0,130,2016,60125,False,False,True,False
